# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "-t" "gene,sRNA" "-g" "locus_tag" "-a" "startpeaks_cds.gff" "-o" "../rna_align/startpeaks_ctable.txt" "../rna_align/01_no_PNA.bam" "../rna_align/02_PNA15_5000pM.bam" "../rna_align/03_PNA15_500pM.bam" "../rna_align/04_PNA15_100pM.bam" "../rna_align/05_PNA15_10pM.bam" "../rna_align/06_PNA14_5000pM.bam" "../rna_align/07_no_PNA.bam" "../rna_align/08_PNA15_5000pM.bam" "../rna_align/09_PNA15_500pM.bam" "../rna_align/10_PNA15_100pM.bam" "../rna_align/11_PNA15_10pM.bam" "../rna_align/12_PNA14_5000pM.bam" "../rna_align/13_no_PNA.bam" "../rna_align/14_PNA15_5000pM.bam" "../rna_align/15_PNA15_500pM.bam" "../rna_align/16_PNA15_100pM.bam" "../rna_align/17_PNA15_10pM.bam" "../rna_align/18_PNA14_5000pM.bam" "../rna_align/73_RNA_input_control.bam" "../rna_align/79_no_PNA.bam" "../rna_align/85_no_PNA.bam" 
Geneid	Chr	Start	End	Strand	Length	../rna_align/01_no_PNA.bam	../rna_align/02_PNA15_5000pM.bam	../rna_align/03_PNA15_500pM.bam	../rna_align/04_PNA15_100pM.bam	../rna_align/05_PNA15_10pM.bam	../rna_align/06_PNA14_5000pM.bam	../rna_align/07_no_PNA.bam	../rna_align/08_PNA15_5000pM.bam	../rna_align/09_PNA15_500pM.bam	../rna_align/10_PNA15_100pM.bam	../rna_align/11_PNA15_10pM.bam	../rna_align/12_PNA14_5000pM.bam	../rna_align/13_no_PNA.bam	../rna_align/14_PNA15_5000pM.bam	../rna_align/15_PNA15_500pM.bam	../rna_align/16_PNA15_100pM.bam	../rna_align/17_PNA15_10pM.bam	../rna_align/18_PNA14_5000pM.bam	../rna_align/73_RNA_input_control.bam	../rna_align/79_no_PNA.bam	../rna_align/85_no_PNA.bam
b2256	b2256_arnD_2370018_1	37	80	+	44	321	441	341	451	365	396	394	211	309	218	251	366	330	409	426	343	415	359	703	292	253
b2257	b2257_arnT_2370908_1	37	80	+	44	4	2	1	4	2	1	3	2	3	0	2	2	4	2	5	1	3	3	36	6	0
b4544	b4544_arnE_2372557_1	37	80	+	44	2	0	1	1	6	1	0	4	1	2	1	2	1	0	2	1	3	0	501	1	0
b2258	b2258_arnF_2372892_1	37	80	+	44	127	111	137	120	118	94	93	94	103	103	70	111	136	127	109	144	116	143	437	94	84
b2259	b2259_pmrD_2373538_-1	37	80	-	44	837	1161	1312	1049	1368	1093	1070	779	1022	1012	835	1245	881	1026	957	1134	1004	948	1123	794	798
b2260	b2260_menE_2375003_-1	37	80	-	44	36	41	38	19	37	20	30	25	25	17	21	35	33	34	24	46	35	47	392	25	22
b2261	b2261_menC_2375962_-1	37	80	-	44	11	34	12	23	19	23	15	14	10	14	12	16	11	22	20	20	24	20	188	16	16
b2262	b2262_menB_2376819_-1	37	80	-	44	43	56	41	47	52	52	50	25	47	20	23	36	34	47	61	24	48	21	1535	38	35
b2263	b2263_menH_2377592_-1	37	80	-	44	7	11	7	9	12	3	8	5	6	5	3	7	4	10	8	3	1	4	960	15	7
b2264	b2264_menD_2379259_-1	37	80	-	44	41	70	55	78	51	71	68	30	58	34	51	79	38	63	75	47	60	63	313	37	39
b2265	b2265_menF_2380643_-1	37	80	-	44	176	241	257	221	198	209	229	145	204	122	143	242	250	261	286	264	251	346	1781	175	176
b2266	b2266_elaB_2381027_-1	37	80	-	44	9343	12522	11815	10826	12025	11096	10542	6694	11520	7937	8077	10386	10072	10299	11057	10679	11195	9869	714	6753	6829
b2267	b2267_elaA_2381543_-1	37	80	-	44	3891	6681	4632	5949	5511	6119	5028	2732	4965	3245	3708	5431	4469	5228	6070	4617	5686	5047	2781	3865	4036
b2268	b2268_rbn_2381608_1	37	80	+	44	38	49	34	33	47	46	54	32	38	16	35	42	53	67	55	41	64	51	407	36	25
b2269	b2269_elaD_2382713_1	37	80	+	44	629	822	905	661	844	627	576	394	509	391	577	850	820	1036	983	1010	908	1099	153	413	381
b2270	b2270_yfbK_2385722_-1	37	80	-	44	16	39	11	53	39	32	31	15	26	8	27	18	11	23	36	14	36	10	45	15	11
b2271	b2271_yfbL_2385860_1	37	80	+	44	7	6	5	2	6	6	4	2	9	3	4	2	3	3	7	4	3	0	502	1	0
b2272	b2272_yfbM_2386934_1	37	80	+	44	2891	3039	3590	2789	3310	3022	2718	1965	3387	2474	2108	3157	3181	3156	3372	3553	2920	3212	1272	1892	1665
b2273	b2273_yfbN_2388426_-1	37	80	-	44	4091	6349	4920	5661	5568	5530	4669	3271	5550	3444	3510	5190	4749	5691	6101	5912	5459	4674	1689	4184	3555
b2274	b2274_yfbO_2388635_1	37	80	+	44	112	246	131	274	131	178	255	96	166	74	138	157	104	209	275	176	223	148	3283	167	157
b2275	b2275_yfbP_2389116_1	37	80	+	44	42	82	53	81	64	49	78	24	76	43	37	45	45	44	64	47	71	39	1295	47	47
b2276	b2276_nuoN_2391505_-1	37	80	-	44	54	76	56	72	45	53	76	48	70	37	29	46	52	54	86	73	90	53	211	55	43
b2277	b2277_nuoM_2393041_-1	37	80	-	44	1444	1774	1812	1547	1781	1584	1597	1225	2023	1247	1184	1513	1659	1569	1829	1833	1784	1766	2483	1066	832
b2278	b2278_nuoL_2395046_-1	37	80	-	44	1168	1854	1421	1940	1463	1740	1894	814	1560	901	1198	1649	1755	1819	2285	1403	2045	1435	2519	1572	1437
b2279	b2279_nuoK_2395345_-1	37	80	-	44	47	55	42	45	52	35	69	21	41	38	29	41	65	64	89	80	76	51	653	33	25
b2280	b2280_nuoJ_2395896_-1	37	80	-	44	6270	9553	8358	8339	8452	7829	6986	5218	6847	3774	4592	8341	8615	10041	9998	10576	9473	9378	2984	6589	6091
b2281	b2281_nuoI_2396450_-1	37	80	-	44	41	50	37	59	58	42	54	26	45	14	29	28	60	53	75	60	76	66	1016	47	36
b2282	b2282_nuoH_2397442_-1	37	80	-	44	1373	1632	1464	1340	1338	1499	1544	917	1397	908	1004	1480	1995	1866	2140	1660	1949	1792	934	1166	877
b2283	b2283_nuoG_2400165_-1	37	80	-	44	525	1248	822	1093	789	821	803	487	937	444	443	700	724	1014	1316	960	1165	671	1407	719	531
b2284	b2284_nuoF_2401555_-1	37	80	-	44	33	62	54	58	46	53	74	41	47	34	24	64	63	64	78	56	61	45	1669	53	48
b2285	b2285_nuoE_2402052_-1	37	80	-	44	47	80	59	62	80	61	89	40	65	46	42	46	48	64	62	60	60	50	235	72	38
b2286	b2286_nuoC_2403845_-1	37	80	-	44	25	39	37	33	38	40	44	18	31	18	31	34	36	29	43	44	37	40	329	24	22
b2287	b2287_nuoB_2404613_-1	37	80	-	44	565	766	745	806	792	809	720	490	945	600	471	786	719	849	867	799	809	649	2105	751	533
b2288	b2288_nuoA_2405072_-1	37	80	-	44	255	513	251	459	307	374	458	153	340	137	245	340	256	390	472	282	448	259	2243	299	299
b2289	b2289_lrhA_2406641_-1	37	80	-	44	110	210	119	191	153	181	206	103	182	95	125	134	102	121	183	131	201	110	250	153	140
b2290	b2290_alaA_2407561_1	37	80	+	44	81	111	71	100	68	92	111	55	105	42	64	69	76	84	101	81	95	69	144	81	55
b2291	b2291_yfbR_2408862_1	37	80	+	44	10	18	9	10	9	12	20	3	9	3	11	10	10	15	19	12	15	9	172	11	8
b2292	b2292_yfbS_2411352_-1	37	80	-	44	2560	3903	3160	3415	3473	3562	3161	1873	3210	2746	2295	3740	2662	3107	3165	2732	2815	2559	1269	2651	2375
b2293	b2293_yfbT_2412089_-1	37	80	-	44	310	392	413	340	390	264	454	255	281	243	301	407	359	413	480	479	457	395	601	358	282
b2294	b2294_yfbU_2412594_-1	37	80	-	44	3047	4931	3614	4696	4097	4517	4526	2360	4611	2985	3027	3867	3245	3825	4725	3913	4334	3633	1030	3235	2771
b2295	b2295_yfbV_2413132_-1	37	80	-	44	3306	4441	3875	4203	3714	4008	3957	2258	3660	2409	2687	4024	3999	4295	4845	4400	4611	3643	2411	3608	3222
b2296	b2296_ackA_2413470_1	37	80	+	44	208	468	256	409	301	357	406	170	383	153	249	364	242	384	462	251	436	302	803	338	287
b2297	b2297_pta_2414747_1	37	80	+	44	138	205	126	201	165	177	196	66	150	70	89	139	106	158	184	136	198	143	1608	132	130
b2298	b2298_yfcC_2417081_1	37	80	+	44	172	223	175	169	168	175	148	95	228	151	128	102	135	156	170	121	169	135	1979	131	101
b2299	b2299_yfcD_2419176_-1	37	80	-	44	135	159	146	148	130	127	165	82	150	86	99	127	113	141	147	114	132	131	310	94	112
b2300	b2300_yfcE_2419788_-1	37	80	-	44	1152	1076	1178	889	1147	880	1052	727	795	584	729	965	1139	1213	1208	1363	1209	1251	647	811	827
b2301	b2301_yfcF_2420485_-1	37	80	-	44	43	87	63	61	56	74	71	44	63	52	30	59	54	59	73	54	77	64	250	59	33
b2302	b2302_yfcG_2420621_1	37	80	+	44	44	32	45	33	41	29	45	25	34	33	31	46	35	56	57	54	46	45	95	28	33
b2303	b2303_folX_2421325_1	37	80	+	44	657	807	835	781	777	843	778	478	840	704	519	667	604	579	636	674	685	559	390	511	495
b2304	b2304_yfcH_2421708_1	37	80	+	44	271	325	444	316	343	230	216	179	185	152	133	221	276	305	351	363	311	349	476	194	171
b2305	b2305_yfcI_2423539_-1	37	80	-	44	421	622	533	496	469	541	569	350	585	355	382	515	636	723	738	619	633	592	290	503	407
b2306	b2306_hisP_2424509_-1	37	80	-	44	56	121	74	126	93	118	104	61	120	68	79	115	80	90	122	70	117	81	443	143	105
b2307	b2307_hisM_2425233_-1	37	80	-	44	559	779	736	733	707	653	708	487	658	427	536	773	768	944	920	900	856	816	493	609	527
b2308	b2308_hisQ_2425916_-1	37	80	-	44	185	219	229	179	213	162	222	147	219	154	132	252	214	220	235	213	232	239	527	190	168
b2309	b2309_hisJ_2426788_-1	37	80	-	44	313	355	388	374	378	415	415	305	406	282	249	358	297	263	301	338	287	297	240	278	262
b2310	b2310_argT_2427791_-1	37	80	-	44	893	1141	1036	1122	1050	1096	1201	598	1030	644	756	947	903	910	1154	901	1029	883	1045	954	910
b2311	b2311_ubiX_2428626_-1	37	80	-	44	43	61	42	73	39	66	50	33	59	24	28	73	49	84	67	69	57	56	387	27	39
b2312	b2312_purF_2430238_-1	37	80	-	44	1029	1058	1348	813	1029	835	803	674	905	611	697	916	1148	941	909	1045	918	938	674	618	658
b2313	b2313_cvpA_2430763_-1	37	80	-	44	23	18	23	16	14	24	31	12	12	10	8	13	11	25	18	12	18	20	1784	11	24
b2314	b2314_dedD_2431684_-1	37	80	-	44	1478	1804	2003	1728	1882	1622	1903	1382	1845	1109	1353	1915	2126	2217	2247	2384	2110	1944	304	1700	1439
b2315	b2315_folC_2432942_-1	37	80	-	44	24	59	24	63	39	35	49	12	31	27	37	28	19	46	47	35	43	35	381	45	24
b2316	b2316_accD_2433926_-1	37	80	-	44	246	365	336	305	341	312	316	231	315	267	224	321	298	346	369	326	313	280	416	292	203
b2317	b2317_dedA_2434741_-1	37	80	-	44	164	203	122	160	146	139	186	68	138	51	85	95	119	136	222	115	185	125	3786	119	92
b2318	b2318_truA_2435636_-1	37	80	-	44	8	11	5	17	12	12	16	8	2	9	7	14	11	15	20	12	14	8	230	10	15
b2319	b2319_usg_2436649_-1	37	80	-	44	752	809	848	736	805	712	867	612	762	522	526	739	964	970	1006	1071	886	922	145	549	497
b2320	b2320_pdxB_2437851_-1	37	80	-	44	213	222	170	166	187	151	197	97	167	78	111	140	120	170	161	173	171	144	1084	123	106
b2321	b2321_flk_2437950_1	37	80	+	44	165	285	186	227	204	267	271	126	185	119	149	196	169	215	212	197	211	209	267	143	137
b2322	b2322_yfcJ_2440120_-1	37	80	-	44	139	143	143	94	101	75	123	84	78	73	95	111	105	151	130	177	139	145	1199	53	63
b2323	b2323_fabB_2441605_-1	37	80	-	44	799	1264	1097	1216	1218	1190	1285	825	1202	734	811	1118	1104	1245	1363	1219	1298	1062	400	1114	831
b2324	b2324_mnmC_2441764_1	37	80	+	44	17	39	28	36	37	26	43	13	29	17	17	36	14	26	36	22	29	18	866	28	27
b2325	b2325_yfcL_2444169_-1	37	80	-	44	1181	1557	1437	1407	1454	1390	1341	837	1255	945	944	1468	1459	1473	1598	1573	1505	1465	308	1180	944
b2326	b2326_epmC_2444751_-1	37	80	-	44	1632	2144	2218	2000	2209	2177	1915	1399	2303	1851	1452	2162	2257	2326	2446	2276	2157	2110	164	1591	1326
b2327	b2327_yfcA_2445560_-1	37	80	-	44	274	345	276	320	253	289	323	149	254	148	179	275	244	357	414	288	333	272	2176	232	210
b2328	b2328_mepA_2446384_-1	37	80	-	44	104	131	78	155	92	95	172	63	101	50	100	89	80	97	189	107	158	99	893	133	62
b2329	b2329_aroC_2447473_-1	37	80	-	44	842	1437	1047	1321	1196	1293	1140	659	1165	811	825	1206	810	1063	1177	1049	1176	971	661	911	999
b2330	b2330_prmB_2448440_-1	37	80	-	44	1196	1366	1573	1275	1328	1209	1082	874	1010	591	790	1221	1833	1650	1835	1996	1601	1752	1199	906	809
b2331	b2331_smrB_2448606_1	37	80	+	44	695	1324	814	1299	1011	1284	1043	552	1093	777	732	1006	786	929	1227	879	1065	821	505	777	751
b2332	b2332_yfcO_2450049_-1	37	80	-	44	328	291	249	206	258	221	296	156	302	135	166	209	149	178	237	245	190	184	835	160	124
b2333	b2333_yfcP_2450590_-1	37	80	-	44	1551	2680	2161	2605	2239	2738	2427	1533	2448	1005	1448	2374	2580	2970	3554	3115	3133	2711	120	1933	1954
b2334	b2334_yfcQ_2451075_-1	37	80	-	44	17	29	24	29	30	26	18	15	35	17	21	26	20	33	33	24	28	25	764	16	20
b2335	b2335_yfcR_2451584_-1	37	80	-	44	216	211	294	178	268	176	190	126	159	110	140	205	225	243	228	308	259	236	128	221	182
b2336	b2336_yfcS_2452336_-1	37	80	-	44	1814	3341	1963	3195	2136	2987	3020	1162	2727	1375	1763	1904	1891	2361	3239	1923	3108	1743	5185	1800	1826
b4661	b4661_yfcU_2455001_-1	37	80	-	44	24	35	35	40	40	27	62	26	41	27	29	44	41	56	49	41	48	42	2141	31	29
b2339	b2339_yfcV_2455646_-1	37	80	-	44	170	436	154	525	292	429	368	109	330	141	199	306	191	379	488	213	418	261	354	352	260
b2340	b2340_sixA_2456812_-1	37	80	-	44	31	54	36	42	27	30	44	29	50	30	39	38	25	35	41	36	34	21	62	29	25
b2341	b2341_fadJ_2459159_-1	37	80	-	44	143	192	208	155	214	108	139	143	132	108	107	148	130	140	117	148	146	109	472	147	93
b2342	b2342_fadI_2460469_-1	37	80	-	44	975	1215	1223	903	1202	990	1087	850	922	615	719	1098	877	986	890	1106	951	899	493	864	830
b2343	b2343_yfcZ_2460934_-1	37	80	-	44	1016	1253	1166	1214	1226	1275	1167	725	980	516	819	1046	1311	1406	1628	1355	1440	1420	465	933	896
b2344	b2344_fadL_2461306_1	37	80	+	44	167	366	192	385	282	270	338	129	251	146	210	218	119	186	259	190	229	162	600	333	298
b2345	b2345_yfdF_2463012_1	37	80	+	44	118	217	118	207	153	152	192	76	171	79	119	118	91	156	226	122	187	149	641	120	97
b2346	b2346_mlaA_2465007_-1	37	80	-	44	1364	2378	1863	2097	1756	2018	2055	1243	2166	1178	1351	1724	2032	1939	2487	1977	2402	1966	952	1369	1297
b2347	b2347_yfdC_2465301_1	37	80	+	44	212	342	275	301	270	289	326	186	371	283	184	321	228	269	263	217	273	230	151	272	214
b2349	b2349_intS_2466545_1	37	80	+	44	87	109	94	109	100	111	131	66	132	77	74	116	95	99	99	96	109	75	1319	103	94
b2350	b2350_gtrA_2467855_1	37	80	+	44	15	68	25	66	30	43	52	12	28	12	28	31	17	34	52	25	43	19	2020	28	31
b2351	b2351_gtrB_2468214_1	37	80	+	44	1031	1192	1325	1026	1265	1167	1065	896	1261	1003	845	1028	1131	985	1015	1287	993	1087	1051	643	632
b2352	b2352_gtrS_2469131_1	37	80	+	44	353	771	401	738	502	704	596	211	530	244	347	479	379	567	877	441	711	388	1431	452	458
b2353	b2353_tfaS_2470815_1	37	80	+	44	0	0	4	2	2	1	0	0	3	4	1	1	2	0	2	2	3	3	203	2	4
b2354	b2354_yfdK_2471517_-1	37	80	-	44	597	1113	686	977	831	974	947	438	1008	646	588	906	668	890	1154	753	1057	814	777	698	601
b2355	b2355_yfdL_2472122_-1	37	80	-	44	1	5	2	0	2	1	2	1	1	2	3	3	0	4	2	4	1	1	617	2	0
b2356	b2356_yfdM_2472387_-1	37	80	-	44	1082	1569	1356	1255	1339	1341	1350	924	1258	657	882	1302	1557	1805	1783	1714	1593	1563	1021	1170	1026
b2357	b2357_yfdN_2472881_-1	37	80	-	44	146	190	126	146	112	126	162	96	104	67	92	143	163	215	268	231	264	168	1510	123	122
b2358	b2358_oweS_2473585_-1	37	80	-	44	1	1	1	0	0	0	2	0	2	0	3	0	0	5	1	1	1	0	175	0	1
b2359	b2359_yfdP_2473604_1	37	80	+	44	191	409	254	490	273	363	435	138	322	189	214	239	269	281	404	226	408	240	123	371	348
b2360	b2360_yfdQ_2474032_1	37	80	+	44	242	341	189	287	240	240	348	126	286	109	152	215	147	241	330	192	297	234	1104	188	177
b2361	b2361_yfdR_2474984_1	37	80	+	44	2323	3771	2586	3051	2771	2878	2885	1361	2510	996	1837	2588	2207	2907	3443	2653	3484	2461	616	2118	2257
b2362	b2362_yfdS_2475511_1	37	80	+	44	678	1296	829	1239	1048	1278	1065	545	1069	576	649	1068	899	1292	1327	1052	1235	986	1472	942	797
b2363	b2363_yfdT_2475873_1	37	80	+	44	193	225	252	188	194	188	178	162	254	162	123	170	185	192	200	204	178	138	1054	147	93
b4545	b4545_ypdJ_2476181_1	37	80	+	44	1057	1792	1298	1716	1331	1637	1623	751	1858	1297	1279	1572	1650	1953	2454	1748	2263	1703	2409	1149	701
b4501	b4501_torI_2476310_1	37	80	+	44	10	14	16	6	13	10	11	8	8	14	10	9	10	15	19	11	15	12	268	9	5
b2364	b2364_dsdC_2477629_-1	37	80	-	44	236	372	303	344	289	324	357	197	320	234	209	377	360	552	502	451	448	346	197	311	226
b2365	b2365_dsdX_2477847_1	37	80	+	44	384	448	450	398	336	316	380	232	343	209	274	354	404	417	490	388	501	411	673	328	317
b2366	b2366_dsdA_2479202_1	37	80	+	44	1766	2278	1837	2202	2008	2210	2104	1149	2568	1551	1409	1846	1627	1945	2160	1794	2028	1620	2940	1648	1280
b2367	b2367_emrY_2482176_-1	37	80	-	44	168	265	126	287	221	292	228	83	256	100	149	186	124	206	283	150	238	143	1691	151	149
b2368	b2368_emrK_2483339_-1	37	80	-	44	1809	2918	2383	2728	2770	3005	2304	1467	2596	2021	1712	2635	2041	2295	2479	2290	2359	2120	1299	1984	1975
b2369	b2369_evgA_2483755_1	37	80	+	44	194	473	248	463	301	434	401	170	380	222	239	381	241	320	478	235	440	221	180	374	308
b2370	b2370_evgS_2484374_1	37	80	+	44	15	26	12	17	20	16	13	8	10	6	8	12	13	19	17	15	13	12	294	10	15
b2371	b2371_yfdE_2489168_-1	37	80	-	44	171	259	187	217	206	218	221	113	251	197	182	190	161	198	229	200	226	190	565	165	127
b2372	b2372_yfdV_2490186_-1	37	80	-	44	36	71	37	66	60	55	63	24	47	37	43	54	45	73	83	50	72	59	179	34	32
b2373	b2373_oxc_2491950_-1	37	80	-	44	149	273	139	302	193	256	266	104	223	85	165	207	165	217	385	177	287	198	858	218	222
b2374	b2374_frc_2493254_-1	37	80	-	44	438	692	340	748	512	574	693	184	602	270	373	411	346	488	707	453	541	405	772	360	257
b2375	b2375_yfdX_2494402_-1	37	80	-	44	393	608	455	551	438	554	508	235	429	328	314	396	422	493	535	360	490	439	154	357	357
b2376	b2376_ypdI_2494698_1	37	80	+	44	5	14	9	13	8	11	23	5	16	8	12	12	8	18	22	6	18	15	1078	15	15
b2377	b2377_yfdY_2495292_-1	37	80	-	44	450	449	546	426	461	406	508	353	394	269	301	429	708	685	622	650	633	533	1988	432	318
b2378	b2378_lpxP_2495645_1	37	80	+	44	209	385	226	333	306	290	357	158	338	187	188	256	213	253	291	245	302	222	1994	194	185
b4680	b4680_ypdK_2496921_1	37	80	+	44	10143	11128	13158	9435	12479	9725	8570	6575	9301	8146	7497	10170	10259	9767	9307	11345	9579	10697	6097	5009	5807
b2379	b2379_alaC_2498295_-1	37	80	-	44	68	101	92	93	109	84	110	54	81	90	83	97	61	96	110	76	90	67	172	54	70
b2380	b2380_ypdA_2498671_1	37	80	+	44	175	237	209	292	279	289	233	129	220	150	171	290	213	232	250	206	296	223	1537	208	204
b2381	b2381_ypdB_2500383_1	37	80	+	44	324	433	344	334	405	392	454	283	409	270	269	354	319	463	463	430	402	346	753	354	279
b2382	b2382_ypdC_2501130_1	37	80	+	44	65	69	49	84	48	42	111	38	52	34	57	76	47	76	69	75	82	69	991	27	40
b2383	b2383_fryA_2504485_-1	37	80	-	44	81	142	88	109	89	108	102	48	132	83	73	96	65	75	118	81	100	78	4005	89	85
b2384	b2384_ypdE_2505547_-1	37	80	-	44	1852	3050	2432	2935	2621	3055	2584	1565	2862	1775	1899	2539	2429	2974	3241	2714	3109	2578	987	2455	2373
b2385	b2385_ypdF_2506632_-1	37	80	-	44	360	563	360	537	389	494	539	281	489	268	316	399	375	483	596	433	540	417	804	328	263
b2386	b2386_fryC_2507894_-1	37	80	-	44	622	935	680	941	753	872	862	474	1022	638	589	720	684	766	873	687	800	680	603	608	508
b2387	b2387_fryB_2508242_-1	37	80	-	44	3598	6585	4630	6151	5188	6188	5619	2642	5562	3312	3967	4975	4662	5410	6774	4846	6147	4948	402	4387	4513
b2388	b2388_glk_2509426_-1	37	80	-	44	1341	1900	1771	1715	1886	1771	1725	1051	1714	1265	1188	1764	1729	1703	1780	1726	1727	1544	544	1329	1348
b2389	b2389_yfeO_2509630_1	37	80	+	44	521	867	595	798	625	834	720	419	755	544	419	645	634	713	800	599	763	604	5079	530	403
b2390	b2390_ypeC_2511001_1	37	80	+	44	1099	1806	1514	1606	1665	1637	1499	922	1489	838	1030	1497	1766	1845	1947	1660	1993	1691	582	1227	1063
b2392	b2392_mntH_2512706_-1	37	80	-	44	946	1559	1148	1526	1223	1088	1053	713	1395	742	688	1085	935	1021	1293	1205	1093	959	1319	866	573
b2393	b2393_nupC_2513042_1	37	80	+	44	65	114	60	85	62	87	87	30	58	47	55	71	56	76	92	46	79	75	2778	54	53
b2394	b2394_insL1_2514331_1	37	80	+	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b2395	b2395_yfeA_2517832_-1	37	80	-	44	125	210	187	208	203	219	205	123	193	152	115	205	152	174	244	199	222	183	4282	181	174
b2398	b2398_yfeC_2518467_1	37	80	+	44	1149	1262	1456	1014	1310	1110	1372	1009	1408	1060	882	1147	1145	1115	1194	1260	1169	1097	1294	1105	736
b2399	b2399_yfeD_2518813_1	37	80	+	44	119	167	93	128	121	146	177	64	138	119	80	134	96	122	181	110	170	107	2013	134	81
b2400	b2400_gltX_2520672_-1	37	80	-	44	144	204	155	238	201	191	211	121	236	149	124	186	132	176	219	160	210	154	548	217	178
b2405	b2405_xapR_2522477_-1	37	80	-	44	51	78	55	91	80	68	83	38	57	29	42	64	56	109	104	87	109	66	1007	56	59
b2406	b2406_xapB_2523985_-1	37	80	-	44	575	994	604	927	664	712	877	343	636	299	501	697	795	993	1206	859	1132	854	2274	760	648
b2407	b2407_xapA_2524878_-1	37	80	-	44	289	396	255	378	292	356	456	207	394	201	266	323	289	370	436	270	423	268	993	253	223
b2408	b2408_yfeN_2525127_1	37	80	+	44	159	325	172	271	188	220	251	77	249	122	150	189	149	209	285	176	228	149	2182	167	114
b2409	b2409_yfeR_2526856_-1	37	80	-	44	75	79	58	59	72	69	123	22	79	37	52	79	43	52	55	59	67	36	635	53	41
b2410	b2410_yfeH_2526946_1	37	80	+	44	134	131	135	134	148	109	129	80	96	79	77	110	128	115	155	141	141	146	465	82	90
b4546	b4546_ypeB_2528159_-1	37	80	-	44	95	173	165	165	149	135	110	100	109	62	80	141	147	132	192	171	129	191	392	133	102
b2411	b2411_ligA_2530176_-1	37	80	-	44	79	121	84	90	112	85	113	52	113	78	74	101	71	106	138	100	120	109	463	102	86
b2412	b2412_zipA_2531233_-1	37	80	-	44	773	1330	1083	1164	1222	1385	1018	731	1411	1062	919	1111	1092	1038	1169	1105	1067	1028	702	660	569
b2413	b2413_cysZ_2531463_1	37	80	+	44	154	230	167	260	177	224	277	116	197	95	151	198	223	271	333	251	287	217	34	175	168
b2414	b2414_cysK_2532409_1	37	80	+	44	3237	4805	3948	4521	4371	4493	4813	2742	4276	2767	2891	4247	3648	4072	4651	4217	4440	3524	676	4144	3449
b2415	b2415_ptsH_2533764_1	37	80	+	44	142	353	146	442	190	260	366	95	253	116	206	199	168	270	466	212	392	197	809	264	289
b2416	b2416_ptsI_2534066_1	37	80	+	44	1428	1764	1572	1519	1757	1602	1689	1109	1505	1039	1053	1600	1527	1629	1859	1858	1929	1635	548	1315	1454
b2417	b2417_crr_2535834_1	37	80	+	44	2655	3500	3211	3289	3159	3088	3316	2160	3345	2211	2290	3031	2759	3302	3618	3428	3318	2718	930	2724	2284
b2418	b2418_pdxK_2537237_-1	37	80	-	44	647	984	622	824	678	647	785	367	736	460	498	649	575	821	905	666	850	764	667	472	494
b2419	b2419_yfeK_2537342_1	37	80	+	44	877	1950	913	1942	1176	1837	1750	612	1695	741	821	1026	907	1171	2024	1114	1641	980	798	1338	1376
b2420	b2420_yfeS_2537749_1	37	80	+	44	380	642	428	566	420	529	548	252	518	350	351	535	421	514	658	481	548	436	332	429	317
b2421	b2421_cysM_2539583_-1	37	80	-	44	1994	2913	2271	2464	2723	2679	2235	1391	2610	1807	1707	2294	1848	2055	2345	2180	2324	1901	1094	2020	1864
b2422	b2422_cysA_2540814_-1	37	80	-	44	325	327	310	338	271	279	281	158	231	154	191	307	466	409	436	400	397	411	1599	259	203
b2423	b2423_cysW_2541679_-1	37	80	-	44	11	20	15	16	22	15	26	14	13	8	13	20	17	23	19	15	18	17	206	8	15
b2424	b2424_cysU_2542512_-1	37	80	-	44	9	12	14	8	12	7	10	5	7	4	15	9	13	19	16	12	14	27	5306	6	8
b2425	b2425_cysP_2543528_-1	37	80	-	44	41	71	57	82	72	68	92	37	69	42	49	83	61	91	111	93	85	62	2101	85	64
b2426	b2426_ucpA_2544623_-1	37	80	-	44	5567	6812	8341	6237	7982	6435	6635	5511	7256	5843	5433	6627	6152	5399	5265	6510	5519	6108	794	4147	3642
b2427	b2427_murR_2545609_-1	37	80	-	44	388	538	516	437	458	483	509	375	471	243	328	548	642	645	548	662	580	589	620	418	361
b2428	b2428_murQ_2545773_1	37	80	+	44	429	745	447	764	599	700	662	303	757	366	424	587	453	603	852	511	682	579	1860	541	425
b2429	b2429_murP_2546673_1	37	80	+	44	477	813	542	829	677	775	780	333	718	524	457	690	481	520	754	545	659	547	1973	636	462
b2430	b2430_yfeW_2548102_1	37	80	+	44	385	602	399	531	444	603	573	286	473	285	377	470	400	623	557	401	552	401	517	424	373
b2431	b2431_yfeX_2550545_-1	37	80	-	44	7190	9407	8731	8058	8458	8384	6807	4595	7369	5242	5282	7900	7550	7932	8879	8543	8403	7605	454	5360	5350
b2432	b2432_yfeY_2551216_-1	37	80	-	44	1872	2997	1991	2701	2370	2435	2382	925	2335	1570	1610	1784	1452	1677	2234	1554	2258	1518	565	1478	1512
b2433	b2433_yfeZ_2551726_-1	37	80	-	44	311	419	430	387	419	345	307	267	397	400	306	529	453	525	444	408	425	479	2019	335	284
b2434	b2434_ypeA_2552138_-1	37	80	-	44	276	495	385	502	446	485	482	257	440	231	294	496	371	582	593	544	540	512	1069	437	359
